reviewId,userName,userImage,content,score,thumbsUpCount,reviewCreatedVersion,at,replyContent,repliedAt,sortOrder,appId
gp:AOqpTOHfBoFHsleOqYvz64ORA4jrJkYOUQJ34jkssrzR_IV-JNO5RAFIIv-qXEV3B01cJ5qvjdJRnljDosemdK0,setyo rahman,https://play-lh.googleusercontent.com/a-/AOh14Ghh4DEDKXKWvPjJR43my2f061SmcnPoMKiUqfrSig,"Tolong min aktifin spaylater saya , padahal setiap transaksi gak pernah telat",4,2,3.41.0,2021-10-29 01:10:37,"Terima kasih atas review Anda, Setyo. Untuk membantu kami memahami kendala yang Anda alami, mohon bantuannya untuk infokan kendala yang dimaksud beserta alamat email dan nama lengkap yang terdaftar di paylater melalui pesan pada aplikasi Anda atau email ke cs@traveloka.com agar kami cek lebih lanjut. Terima kasih -YS",2021-10-29 01:33:54,newest,com.traveloka.android
gp:AOqpTOGrWLhOFDa0773_lfNuAJeTMtarK94eV5bJkp1ZhYp1LPGiBNB7aCVwG_jtiaAvYVOWAYirOKYxTs35QVI,Idan Sofian,https://play-lh.googleusercontent.com/a/AATXAJy0MLMR9L4jk9c0Kv69SA_U6HWF8Uc6cnbgdPxf=mo,Knp penerbangan dari jakarta ke makassar harus pake tes pcr dan hasil tes lainya tidak diperbolehkan pdhl makassar ppkm lvl 2,5,3,3.41.0,2021-10-29 02:46:48,"Hi kak Idan, kami turut prihatin atas kondisi saat ini. Kebijakan perjalanan mengacu ketentuan pemerintah dan maskapai. Update informasinya di banner safe travel di Traveloka App ya. Terima kasih - BP",2021-10-29 03:07:09,most relevant,com.traveloka.android
gp:AOqpTOGrzrUr4eZjY_DNVaHQehsG4Ge7MdlyPRhg0Ow94Fwh12WCPI1-1GXDiaPoyzzimLItL7w7eofYJWhlGm0,Laily Mufidah,https://play-lh.googleusercontent.com/a/AATXAJz56RuuMY01OJW8C-cur_4HJp_bseyh9yKigRmK=mo,harga paling real di banding yang lain,5,0,3.40.0,2021-10-29 08:12:48,"Hai, Kak Laily. Terima kasih telah menggunakan Traveloka sebagai partner perjalanan kamu -SY",2021-10-29 08:36:48,most relevant,com.traveloka.android
gp:AOqpTOG6mao54fxwxVDcxBNwH4FLmB0-T5gdH8yKIbbQBy2pcqbwRcXPxgKGst-l7mTCX686p4xCn5AsHImZq30,apriana apray,https://play-lh.googleusercontent.com/a-/AOh14GgjtUa91DkL4x9crkUTewZSgA49fmZobPJhzfNA,"Huh payah, minta kode otp gak dikirim kirim dari semalam",3,0,3.41.0,2021-10-29 08:19:19,"Hai, Kak Apriana. Untuk kode verifikasi akan dikirimkan ke alamat email atau nomor telepon yang terdaftar pada akun Traveloka kamu, ya. Mohon pastikan alamat email atau nomor telepon kamu aktif. Terima kasih -SY",2021-10-29 08:34:53,most relevant,com.traveloka.android
gp:AOqpTOG6mao54fxwxVDcxBNwH4FLmB0-T5gdH8yKIbbQBy2pcqbwRcXPxgKGst-l7mTCX686p4xCn5AsHImZq30,apriana apray,https://play-lh.googleusercontent.com/a-/AOh14GgjtUa91DkL4x9crkUTewZSgA49fmZobPJhzfNA,"Huh payah, minta kode otp gak dikirim kirim dari semalam",3,0,3.41.0,2021-10-29 08:19:19,"Hai, Kak Apriana. Untuk kode verifikasi akan dikirimkan ke alamat email atau nomor telepon yang terdaftar pada akun Traveloka kamu, ya. Mohon pastikan alamat email atau nomor telepon kamu aktif. Terima kasih -SY",2021-10-29 08:34:53,newest,com.traveloka.android
gp:AOqpTOGe3KLrLRtcPakqQFm7kw53aiJNV6jHLowPRBInnVErGvsn1N-NAdG0LL4iMBJ6HvrmSvPqu8NfOxVjDmE,Rahmad Njudijanto,https://play-lh.googleusercontent.com/a/AATXAJyQsQZvCtm6lL2dM16sWljXMUtP5fqZWpXBPSCj=mo,baik,4,0,3.34.1,2021-10-29 09:49:06,"Hai, Kak Rahmad. Terima kasih telah menggunakan Traveloka sebagai partner perjalanan kamu -SY",2021-10-29 10:03:37,newest,com.traveloka.android
gp:AOqpTOGLhg1gbGI3QbuCknVvRESZB85Zh8LkQxf7uvBlY0O-sf32Pdyf-zvBr3CvKgJlYZBTzpy58QRZQ6222Pw,Bayu Rizki,https://play-lh.googleusercontent.com/a-/AOh14GgmSwGdIcR_A9SQ7KmIoUN-erGaMd_0mtjSuIEs4Q,Pakai apps ini buat cari budget hotel or tiket murah 👍🏻,5,0,3.41.0,2021-10-29 10:31:35,"Hai, Bayu. Terima kasih atas penilaian dan telah menjadikan Traveloka sebagai mitra perjalanan kamu, kami akan terus meningkat kepuasan para pengguna. Terima kasih -KA",2021-10-29 11:20:49,most relevant,com.traveloka.android
gp:AOqpTOHi2focWHWnePkcvIHXLNgwR9RreGLtXs-MvrFkhwl0wyKlSZMS_rpqSgXngQLU9wKZqSKOSgyTXrAfzRQ,felly nur,https://play-lh.googleusercontent.com/a-/AOh14Gg4mVdbFwfIiuF5j3lRCuYbWUR4WgTPqtJ6Rd2thBo,"Ini memang rutenya sudah tdk ada atau bagaimana ya, bulan 3 saya bisa naik pesawat langsung tujuan Palangkaraya-YIA kenapa sekarang yang keluar transit semua. Tolong dong ini kenapa soalnya lagi hamil kalau transit lelah",3,4,3.40.0,2021-10-29 11:09:20,"Hai, Felly. Pada dasarnya untuk rute yang tersedia pada halaman pemesanan merupakan update dari pihak maskapai ya kak. Jika kamu ada kendala pada pemesanan kamu, jangan ragu menghubungi kami melalui pesan pada aplikasi Anda atau melalui email ke cs@traveloka.com agar kami dapat membantu kamu lebih lanjut. Terima kasih -KA",2021-10-29 11:40:11,most relevant,com.traveloka.android
gp:AOqpTOHi2focWHWnePkcvIHXLNgwR9RreGLtXs-MvrFkhwl0wyKlSZMS_rpqSgXngQLU9wKZqSKOSgyTXrAfzRQ,felly nur,https://play-lh.googleusercontent.com/a-/AOh14Gg4mVdbFwfIiuF5j3lRCuYbWUR4WgTPqtJ6Rd2thBo,"Ini memang rutenya sudah tdk ada atau bagaimana ya, bulan 3 saya bisa naik pesawat langsung tujuan Palangkaraya-YIA kenapa sekarang yang keluar transit semua. Tolong dong ini kenapa soalnya lagi hamil kalau transit lelah",3,4,3.40.0,2021-10-29 11:09:20,"Hai, Felly. Pada dasarnya untuk rute yang tersedia pada halaman pemesanan merupakan update dari pihak maskapai ya kak. Jika kamu ada kendala pada pemesanan kamu, jangan ragu menghubungi kami melalui pesan pada aplikasi Anda atau melalui email ke cs@traveloka.com agar kami dapat membantu kamu lebih lanjut. Terima kasih -KA",2021-10-29 11:40:11,newest,com.traveloka.android
gp:AOqpTOHf4abrayHGRVhqVAU3ZbIPnBYYVkPTyQHP-z_8dKCune5kSvsAHIwoEKpeAwL_pPSjauLcUvgzFwhp2hQ,Ayu melda Tarini,https://play-lh.googleusercontent.com/a/AATXAJwAqjqapAxiCQ73bOdGzvhXRO9tSn2h4mKV6xZH=mo,semoga lebih simpel lg untuk proses pembayaran ya,5,0,3.41.0,2021-10-29 11:10:32,"Hai, Kak Ayu. Terima kasih telah menggunakan Traveloka sebagai partner perjalanan kamu -SY",2021-10-29 11:50:16,most relevant,com.traveloka.android
gp:AOqpTOHdZmlBhRv0DgoCmw1iQmrgp1--nSonmPoMAJAo32h2onl8fe7fiu5b56AmN1xKXnQzN4Pq7pxsmust-O4,ardhiyan ah,https://play-lh.googleusercontent.com/a/AATXAJyPLdG8H03yalOKFRjdzi2w_AY3NF4PiEwCZuOI=mo,Ulasan dihapus terus ? Unexpected error server occured,2,0,3.41.0,2021-10-29 11:11:01,"Hi, Ardhiyan. Sorry for the inconvenience. To help us understand the problem that you are experiencing, please help to inform us of the problem in question along with your order number (if any) via message on your application or via email to cs@traveloka.com so we can assist you further. Thank you -KA",2021-10-29 11:38:17,newest,com.traveloka.android
gp:AOqpTOF6a1wJkmaH_xyAoVY_SD5c6tRq7di1MbbP4pg2SsYBwenlD7zTjK3g5ZEK3-9vLojfwlAkX_gbzN45n_M,syahrul gailea,https://play-lh.googleusercontent.com/a/AATXAJzfp4qSJg2oLZw4BklwS5_hEjfP9JD7E8alienV=mo,sangat membantu,4,1,3.40.0,2021-10-29 14:59:41,Thank you Kak Syahrul untuk bintang 4-nya :)) -DZ,2021-10-29 15:04:07,most relevant,com.traveloka.android
gp:AOqpTOF6a1wJkmaH_xyAoVY_SD5c6tRq7di1MbbP4pg2SsYBwenlD7zTjK3g5ZEK3-9vLojfwlAkX_gbzN45n_M,syahrul gailea,https://play-lh.googleusercontent.com/a/AATXAJzfp4qSJg2oLZw4BklwS5_hEjfP9JD7E8alienV=mo,sangat membantu,4,1,3.40.0,2021-10-29 14:59:41,Thank you Kak Syahrul untuk bintang 4-nya :)) -DZ,2021-10-29 15:04:07,newest,com.traveloka.android
gp:AOqpTOEUADCWobwzdTqk_FhHB1P5RxI1oMJAlBNBMGMNeniSqwvfHWwuOtzL58NHF2Be8qrWEBf4x2pEqtvmoM8,Bibit Rahajuningsih,https://play-lh.googleusercontent.com/a/AATXAJxkD7XO4V1hCCwLT6AFUAa9lfttgJhQ6DyEzD4l=mo,traveloka sangat membantu sekali,5,0,3.40.0,2021-10-29 16:41:36,Makasih ya kak Bibit telah menjadikan Traveloka sebagai mitra kepercayaan kamu :) -IN,2021-10-29 17:01:53,most relevant,com.traveloka.android
gp:AOqpTOFzfJsPzxRycEIUr9StdzjZIDPVL8b7w2Y1Z8pOq7tqqFcrlLhiMVvoWM84OLpltE_TiekE_K5KzhQPmBc,Zaki abdullah najib 30,https://play-lh.googleusercontent.com/a-/AOh14GhjvnmzSmmcAnITzkBT9NwX5i4imJYbKPDKKz1A,Kak tolong untuk proses refund dipercepat prosesnya dan responnya pun lama sekali mhon diperbaiki kita sama sama membutuhkan,2,0,3.39.0,2021-10-29 17:07:02,"Hai Wadi. Mohon maaf atas ketidaknyamanan yang Anda alami. Untuk membantu kami memahami kendala Anda, mohon bantuan Anda untuk menginformasikan detail kendala yang dimaksud beserta nomor pesanan Anda (jika ada) melalui pesan pada aplikasi Anda atau melalui email ke cs@traveloka.com. Agar kami bantu lebih cek lebih lanjut. Terima kasih",2021-10-29 17:34:32,most relevant,com.traveloka.android
gp:AOqpTOFzfJsPzxRycEIUr9StdzjZIDPVL8b7w2Y1Z8pOq7tqqFcrlLhiMVvoWM84OLpltE_TiekE_K5KzhQPmBc,Zaki abdullah najib 30,https://play-lh.googleusercontent.com/a-/AOh14GhjvnmzSmmcAnITzkBT9NwX5i4imJYbKPDKKz1A,Kak tolong untuk proses refund dipercepat prosesnya dan responnya pun lama sekali mhon diperbaiki kita sama sama membutuhkan,2,0,3.39.0,2021-10-29 17:07:02,"Hai Wadi. Mohon maaf atas ketidaknyamanan yang Anda alami. Untuk membantu kami memahami kendala Anda, mohon bantuan Anda untuk menginformasikan detail kendala yang dimaksud beserta nomor pesanan Anda (jika ada) melalui pesan pada aplikasi Anda atau melalui email ke cs@traveloka.com. Agar kami bantu lebih cek lebih lanjut. Terima kasih",2021-10-29 17:34:32,newest,com.traveloka.android
gp:AOqpTOEXnFsPnfR95MdjeAM3mXLJDrinFOAQ0b01Kp-W-7OMhF9KSR16sskuqPb3IHv0HVVAXF9evqm4T4BUWiY,mala herbyanggara,https://play-lh.googleusercontent.com/a-/AOh14Gi-IEwps38tOsB8_u4RxqSi0HJ2QlLTVsFaupfS6g,"Aplikasi PAYAH.. BIKIN GONDOK HATI, BERJAM2 NGATUR PROFIL AJA GAK BISA2. MASUKIN FOTO, KET: ANDA MENGUNGGAH FILE KOSONG. MASUKIN ALAMAT, KET: ALAMAT TIDAK DI TEMUKAN (PDHL ITU ALAMAT AKURAT, SAMA KAYA DI APP LAINNYA JUGA). MASUKIN NO.TELP, KET: TIDAK BISA MENAMBAH NMR, ADA AKTIFITAS MENCURIGAKAN. TERUUUSSS MAUNYA APAA.???? MAU DI PAKE GAK SIHH NIHH APP.???? CHAT CS JUGA NO RESPON.. TERSERAHLAHH. MASIH BNYK APP LAIN YG JAUHH LEBIH GUNA.",2,5,3.41.0,2021-10-29 18:23:54,"Hai Mala. Mohon maaf atas ketidaknyamanan yang Anda alami. Untuk membantu kami memahami kendala Anda, mohon bantuan Anda untuk menginformasikan detail kendala melalui pesan pada aplikasi Anda atau melalui email ke cs@traveloka.com. Agar kami bantu lebih cek lebih lanjut. Terima kasih -IN",2021-10-29 18:34:30,most relevant,com.traveloka.android
gp:AOqpTOEXnFsPnfR95MdjeAM3mXLJDrinFOAQ0b01Kp-W-7OMhF9KSR16sskuqPb3IHv0HVVAXF9evqm4T4BUWiY,mala herbyanggara,https://play-lh.googleusercontent.com/a-/AOh14Gi-IEwps38tOsB8_u4RxqSi0HJ2QlLTVsFaupfS6g,"Aplikasi PAYAH.. BIKIN GONDOK HATI, BERJAM2 NGATUR PROFIL AJA GAK BISA2. MASUKIN FOTO, KET: ANDA MENGUNGGAH FILE KOSONG. MASUKIN ALAMAT, KET: ALAMAT TIDAK DI TEMUKAN (PDHL ITU ALAMAT AKURAT, SAMA KAYA DI APP LAINNYA JUGA). MASUKIN NO.TELP, KET: TIDAK BISA MENAMBAH NMR, ADA AKTIFITAS MENCURIGAKAN. TERUUUSSS MAUNYA APAA.???? MAU DI PAKE GAK SIHH NIHH APP.???? CHAT CS JUGA NO RESPON.. TERSERAHLAHH. MASIH BNYK APP LAIN YG JAUHH LEBIH GUNA.",2,5,3.41.0,2021-10-29 18:23:54,"Hai Mala. Mohon maaf atas ketidaknyamanan yang Anda alami. Untuk membantu kami memahami kendala Anda, mohon bantuan Anda untuk menginformasikan detail kendala melalui pesan pada aplikasi Anda atau melalui email ke cs@traveloka.com. Agar kami bantu lebih cek lebih lanjut. Terima kasih -IN",2021-10-29 18:34:30,newest,com.traveloka.android
gp:AOqpTOGUVCrY7Tvdbx-YXfa53cmQ157ENoa8wAtBwfczHkTk5oeCY4tW9vMN3yjHo94sXuR-ovafIvd2OKcy2Mo,Furqon Mubarrok,https://play-lh.googleusercontent.com/a-/AOh14GjKDb5YIOFj0aqB3fKkU7RfWMEJuygm7GYdA3Z2,terimakasih aplikasi mudah di mengerti..,5,1,3.41.0,2021-10-29 19:47:22,Thank you Kak Furqon untuk bintang 5-nya :)) -DZ,2021-10-29 20:01:01,most relevant,com.traveloka.android
gp:AOqpTOHUofor8GABCM29ADjjuuIelY6qt-7llNS97rOyw3p_t1qT-mnwNul5g8mdhxqINV0f-ZHL-wtOXfuDsDU,alexander wijaya,https://play-lh.googleusercontent.com/a/AATXAJxCedjv5TMFrsTHSYr1-PNhP1VQmjcnj0CoVhT1=mo,mantap banyak promo nya👍,5,0,3.41.0,2021-10-29 20:11:50,"Makasih Kak Alexander telah memberikan ulasan bagus, pantengin terus ya promo lainnya :) -IN",2021-10-29 20:30:52,most relevant,com.traveloka.android
gp:AOqpTOF7o7PkwvDBKsbdVQnC4SZanZEO2PKZO_vZgr7-058hIwqAlfM-lAfFFU29rq5sgEF7WieBxoAtaXZVpPQ,Aziizah Sofiasih,https://play-lh.googleusercontent.com/a/AATXAJy-gO5mfjVofkfIDpyuHSe23whzrSrkZBZnXxB1=mo,Sudah normal setelah komplain...superb,5,0,3.41.0,2021-10-29 20:52:25,"Hi Aziizah, senang bisa menerima review dari kakak agar kedepannya kami terus bisa memberikan layanan terbaik untuk pelanggan setia Traveloka :) - BP",2021-10-29 21:01:31,most relevant,com.traveloka.android
gp:AOqpTOEoL1LtC8GCgMuVt5ylPr0MllLNOisn0_q-zN00Wb-0INwJwX0YLm__K_dbX5uRq8Vb6j4MjhKF8W5SBhE,Gusti Saktialbarr,https://play-lh.googleusercontent.com/a/AATXAJxsLL3XSzzXJ8sQABl_JvoLCA6Y-5DhN_ombGJw=mo,"Sudah 2 jam lebih belum muncul voucher pemesanan, pembayaran sudah berhasil. Belum ada respon baik dari CS",5,5,3.41.0,2021-10-29 21:29:40,"Halo kak Gusti, terima kasih telah menggunakan Traveloka dan mohon maaf atas ketidaknyamanan yang Anda alami. Mohon bantuan Anda untuk menginformasikan kendala yang dimaksud beserta nomor pesanan (jika ada) melalui pesan pada aplikasi Anda atau melalui email ke cs@traveloka.com agar kami dapat membantu Anda lebih lanjut - BP",2021-10-29 21:50:19,most relevant,com.traveloka.android
gp:AOqpTOG2q_8__80yKzQaoTZqO3alaOKvZy1BU-gxY_5WwjWEe7ItSyoyEw_t-rmS_75HaKzXRRrkD-KG6rRTr0o,arkan hidayat,https://play-lh.googleusercontent.com/a-/AOh14GiY2A1bp6OdzSvNI3qIYeE04URGv4GMX9LlDBQB,Aplikasi Traveloka... aplikasi pilihan perjalanan saya... selalu ada saat dibutuhkan. membantu dan buat nyaman. thank u Traveloka,5,5,3.40.0,2021-10-29 22:55:54,"Terima kasih sudah mempercayai Traveloka sebagai mitra perjalanan kamu ya, Hidayat. Di tunggu pemesanan selanjutnya. Terima kasih-YS",2021-10-29 23:01:34,most relevant,com.traveloka.android
gp:AOqpTOHhdA8W15rWvsa0QWC5Cx6nYcGlXlxkhBPrKLne2ViqrJRmpM2H_78jtL6p_pt_h6jLSa9GnSME4yuP4G8,Hera Gustian,https://play-lh.googleusercontent.com/a-/AOh14Ggg9tG5vKKLpdkDaWTfENVj1aZrhrIFiSD2TAhndw,Dari awal udah percaya sama traveloka alhamdulillah selama ini gada masalah ya pesan kamar atau kereta api di sini. Terbaik emang 👍,4,0,No Reply,2021-10-30 00:23:25,Makasih ya Kak Hera telah menjadikan Traveloka sebagai mitra kepercayaan kamu :) -IN,2021-10-30 00:31:39,most relevant,com.traveloka.android
gp:AOqpTOHhdA8W15rWvsa0QWC5Cx6nYcGlXlxkhBPrKLne2ViqrJRmpM2H_78jtL6p_pt_h6jLSa9GnSME4yuP4G8,Hera Gustian,https://play-lh.googleusercontent.com/a-/AOh14Ggg9tG5vKKLpdkDaWTfENVj1aZrhrIFiSD2TAhndw,Dari awal udah percaya sama traveloka alhamdulillah selama ini gada masalah ya pesan kamar atau kereta api di sini. Terbaik emang 👍,4,0,No Reply,2021-10-30 00:23:25,Makasih ya Kak Hera telah menjadikan Traveloka sebagai mitra kepercayaan kamu :) -IN,2021-10-30 00:31:39,newest,com.traveloka.android
gp:AOqpTOHk_fRHOBvQGlVzec4Xq-FD46seoGZVLbU9aPwdx-gyV_SvB4EOem0Sv4oFbhIIA9KCDF0s-3Z6FbZgR9s,Livana Riskia Octavioni,https://play-lh.googleusercontent.com/a-/AOh14Gi6DYvIvFVUxZ3VUPKcRVfcz_MMJEUuseEp5HSKzw,"Always beli tiket disni, belum ada msalah . semoga tidak mengecewakan yaa . terimakasih jg limit nya udah 9jt aku bisa pulang ke kampung udah kangen banget sama orang tua nanti desember hehehe makasi TRAVELOKA 😍🥰",5,4,3.40.0,2021-10-30 00:48:11,"Terima kasih atas review kamu, Livana. Kami senang dapat membantu kamu dan berkomitmen untuk melayani kamu dengan lebih baik :) -YS",2021-10-30 01:02:07,most relevant,com.traveloka.android
gp:AOqpTOEyJ_5rNiJ43dFRv_MiIbMZ9LQN6bKq-zNGwQn94BQfy-XVQ35IeKLJHSklQukmJ2tQIZXFwWGrOf5dJeM,Taufik PKT,https://play-lh.googleusercontent.com/a-/AOh14GhWDFxPCVLh3jWVRA2og0UYbh20JnTBAq7yj6dFsA,tukar poin prosedurnya agr dpermudah,4,0,3.40.0,2021-10-30 07:11:20,"Hi, Kak Taufik. Terima kasih atas masukan kakak ya. Untuk membantu kami memahami kendala yang Anda alami, mohon bantuan Anda untuk menginformasikan kendala yang dimaksud beserta nomor pesanan Anda (jika ada) melalui pesan pada aplikasi Anda atau melalui email ke cs@traveloka.com agar kami dapat membantu Anda lebih lanjut. -MY",2021-10-30 07:33:38,most relevant,com.traveloka.android
gp:AOqpTOEyJ_5rNiJ43dFRv_MiIbMZ9LQN6bKq-zNGwQn94BQfy-XVQ35IeKLJHSklQukmJ2tQIZXFwWGrOf5dJeM,Taufik PKT,https://play-lh.googleusercontent.com/a-/AOh14GhWDFxPCVLh3jWVRA2og0UYbh20JnTBAq7yj6dFsA,tukar poin prosedurnya agr dpermudah,4,0,3.40.0,2021-10-30 07:11:20,"Hi, Kak Taufik. Terima kasih atas masukan kakak ya. Untuk membantu kami memahami kendala yang Anda alami, mohon bantuan Anda untuk menginformasikan kendala yang dimaksud beserta nomor pesanan Anda (jika ada) melalui pesan pada aplikasi Anda atau melalui email ke cs@traveloka.com agar kami dapat membantu Anda lebih lanjut. -MY",2021-10-30 07:33:38,newest,com.traveloka.android
gp:AOqpTOFK3njLiuheM985MEXvYlQzSQByf0ASSZ3poeziE5VqJj07uDwKd8mkf6Zw12pZNmUVKB_QNKNQPK49MpY,Hardiansyah Nanda,https://play-lh.googleusercontent.com/a-/AOh14Ggkout6Cvprc6jg-K30XNNi9BaUhJ0KBGjajiACyg,Aplikasi jelek. Sesudah pembayaran kirim foto bukti pembayaran. Agar segera di proses. Malah lama lama e tiket tidak bisa di proses. Padahal lunas pembayaran. Tidak bisa refund disuruh verifikasi manual. Hangus uangg,1,52,3.41.0,2021-10-30 08:02:43,"Hi, Kak Nanda. Mohon maaf atas ketidaknyamanan yang Anda alami. Untuk membantu kami memahami kendala yang Anda alami, mohon bantuan Anda untuk menginformasikan kendala yang dimaksud beserta nomor pesanan Anda (jika ada) melalui pesan pada aplikasi Anda atau melalui email ke cs@traveloka.com agar kami dapat membantu Anda lebih lanjut. -MY",2021-10-30 08:36:45,most relevant,com.traveloka.android
gp:AOqpTOEZQbRVwWDBajCeWO0gM-1Ha647dPGiVPQyJSVEKLxDmTaK8W-_zFfrHlcCLxbaodFW6teaC7wHuHkChAE,echo djawier,https://play-lh.googleusercontent.com/a-/AOh14Gi4w6f_DKmOCp0oaK8gdsbETBwEFLT-N1AEtpbahw,Pesan nya gagal terus error server.....,4,0,3.41.0,2021-10-30 08:05:38,"Hai, Echo. Mohon maaf atas ketidaknyamanannya. Untuk membantu kami memahami kendala yang Anda alami, mohon bantuan Anda untuk menginformasikan kendala yang dimaksud beserta nomor pesanan Anda (jika ada) melalui pesan pada aplikasi Anda atau melalui email ke cs@traveloka.com agar kami dapat membantu Anda lebih lanjut. Terima kasih -KA",2021-10-30 08:34:20,most relevant,com.traveloka.android
gp:AOqpTOEZQbRVwWDBajCeWO0gM-1Ha647dPGiVPQyJSVEKLxDmTaK8W-_zFfrHlcCLxbaodFW6teaC7wHuHkChAE,echo djawier,https://play-lh.googleusercontent.com/a-/AOh14Gi4w6f_DKmOCp0oaK8gdsbETBwEFLT-N1AEtpbahw,Pesan nya gagal terus error server.....,4,0,3.41.0,2021-10-30 08:05:38,"Hai, Echo. Mohon maaf atas ketidaknyamanannya. Untuk membantu kami memahami kendala yang Anda alami, mohon bantuan Anda untuk menginformasikan kendala yang dimaksud beserta nomor pesanan Anda (jika ada) melalui pesan pada aplikasi Anda atau melalui email ke cs@traveloka.com agar kami dapat membantu Anda lebih lanjut. Terima kasih -KA",2021-10-30 08:34:20,newest,com.traveloka.android
gp:AOqpTOHwY0ju7NPEZi3RC9cnpyddciBLgKY45qX_ItuBuc9n4D5L6IJ6HVGGDwl0lCdgwdGbdAyLFM5lq6guVag,Tomas Saputra,https://play-lh.googleusercontent.com/a/AATXAJyzrNzod262fUO2iN3sGd0pSSpS3-Np-V33kVz8=mo,kalau ngasih deskripsi dan ulasan yg pasti pasti aja...,3,0,No Reply,2021-10-30 08:29:40,"Hi, Kak Tomas. Mohon maaf atas ketidaknyamanan yang Anda alami. Untuk membantu kami memahami kendala yang Anda alami, mohon bantuan Anda untuk menginformasikan kendala yang dimaksud beserta nomor pesanan Anda (jika ada) melalui pesan pada aplikasi Anda atau melalui email ke cs@traveloka.com agar kami dapat membantu Anda lebih lanjut. -MY",2021-10-30 08:34:16,most relevant,com.traveloka.android
gp:AOqpTOHwY0ju7NPEZi3RC9cnpyddciBLgKY45qX_ItuBuc9n4D5L6IJ6HVGGDwl0lCdgwdGbdAyLFM5lq6guVag,Tomas Saputra,https://play-lh.googleusercontent.com/a/AATXAJyzrNzod262fUO2iN3sGd0pSSpS3-Np-V33kVz8=mo,kalau ngasih deskripsi dan ulasan yg pasti pasti aja...,3,0,No Reply,2021-10-30 08:29:40,"Hi, Kak Tomas. Mohon maaf atas ketidaknyamanan yang Anda alami. Untuk membantu kami memahami kendala yang Anda alami, mohon bantuan Anda untuk menginformasikan kendala yang dimaksud beserta nomor pesanan Anda (jika ada) melalui pesan pada aplikasi Anda atau melalui email ke cs@traveloka.com agar kami dapat membantu Anda lebih lanjut. -MY",2021-10-30 08:34:16,newest,com.traveloka.android
gp:AOqpTOF6sZI_pM0LZo_bhAzB5hPfGUhnuHcLjpex29LmhSzaAr172tuP-XN-GjhjsH1HjuCTljxc4GR8ubT-xHY,donny pranajaya,https://play-lh.googleusercontent.com/a-/AOh14Gixv2h2igMgr9th8ml9FzLEuPGHWup0dhTV-fLuGg,Good n ok,4,0,No Reply,2021-10-30 10:18:53,"Hi, Donny. Thank you for trusting Traveloka as your travel partner. -MY",2021-10-30 10:33:50,newest,com.traveloka.android
gp:AOqpTOH2zsC6p9LEhjd1ypuflN-6Z5RtcDV-vkZbHigvuUZeDi8syOwPCC9LmG8Wq-Obf1YiJBAO2fVp1u44LvQ,leli yanita,https://play-lh.googleusercontent.com/a/AATXAJxuQCUKgw0X1g6iXnteA6JrVoEh5HdGMglihwai=mo,memudahkan segala jenis pesanan tiket hotel dll,4,0,3.41.0,2021-10-30 10:47:43,"Hi, Kak Leli. Terima kasih sudah menjadi pelanggan setia Traveloka ya. -MY",2021-10-30 11:02:30,most relevant,com.traveloka.android
gp:AOqpTOH2zsC6p9LEhjd1ypuflN-6Z5RtcDV-vkZbHigvuUZeDi8syOwPCC9LmG8Wq-Obf1YiJBAO2fVp1u44LvQ,leli yanita,https://play-lh.googleusercontent.com/a/AATXAJxuQCUKgw0X1g6iXnteA6JrVoEh5HdGMglihwai=mo,memudahkan segala jenis pesanan tiket hotel dll,4,0,3.41.0,2021-10-30 10:47:43,"Hi, Kak Leli. Terima kasih sudah menjadi pelanggan setia Traveloka ya. -MY",2021-10-30 11:02:30,newest,com.traveloka.android
gp:AOqpTOFBTXc3dUd5zk4vZzduGgFqvvEFjs-yk27l8ewPTtTGyAx4ObenhGqVDL7vOkm1UiSzJTxPgq9llEpheWY,Zul Kjs,https://play-lh.googleusercontent.com/a/AATXAJz3ytOeyv3L3Ag0cnkCtfs8VpJOdJ1oROsDwvy2=mo,V.mh,3,0,3.41.0,2021-10-30 12:32:59,"Hai Kak Zul, kalau ada yang ingin kamu sampaikan, silakan konfirmasikan melalui pesan pada aplikasi kamu atau melalui email ke cs@traveloka.com supaya kami dapat bantu kamu lebih lanjut. Terima kasih -DZ",2021-10-30 13:07:41,newest,com.traveloka.android
gp:AOqpTOFbOkZ_7WlYJK8viGZS-oO5Ept3KowgIYH9iEdic-yJMNG78so1lfV3HFRlUMuzZwyHOyylvZr6nONnO1A,Pungki alexander Widodo,https://play-lh.googleusercontent.com/a/AATXAJwqSWRW1tbfsUx_q8_hBXfDpChdSJWEgejxOCBX=mo,tetap jadi pilihan utama untuk setiap rencana liburan,5,1,3.41.0,2021-10-30 14:14:42,"Hai, Pungki. Terima kasih atas feedback Anda -BY",2021-10-30 14:33:41,most relevant,com.traveloka.android
gp:AOqpTOHQJSOAn2bhUfJOAk61C1JM1VcY8pZrceloY9kz2jqAgbGW_s1CLNJee-0VxWnRtiJKqI3G-Hzld9VotQw,Wandi Sofri,https://play-lh.googleusercontent.com/a/AATXAJzxu9HOutXzYnsaCGAGTqUmfSzCPy8yRjXCd8Bw=mo,Menbantu,4,0,3.36.1,2021-10-30 16:23:11,Terima kasih sudah menjadi pengguna aplikasi Traveloka. Tingkatkan terus transaksi kamu melalui aplikasi Traveloka ya kak. Terima Kasih - AK,2021-10-30 18:07:38,newest,com.traveloka.android
